190	1.699003	0.884915
210	1.930671	1.068368
230	2.165449	1.074038
250	2.298693	0.975951
270	2.327044	0.864217
290	2.287371	0.779357
310	2.209409	0.728651
330	2.109564	0.709264
350	1.996127	0.717668
370	1.873738	0.751984
390	1.746073	0.812038
410	1.617515	0.898603
430	1.49404	1.011975
450	1.382794	1.150106
470	1.29002	1.307581
490	1.218713	1.476839
510	1.16822	1.650751
530	1.135704	1.824273
550	1.117777	1.99454
570	1.111394	2.160216
590	1.114111	2.320856
610	1.124058	2.476467
630	1.139821	2.627271
650	1.160336	2.773568
670	1.184791	2.915678
690	1.212559	3.053907
710	1.24315	3.18854
730	1.276174	3.319829
750	1.311319	3.448004
770	1.348328	3.573263
790	1.386989	3.695785
810	1.427123	3.815728
830	1.468579	3.933232
850	1.511228	4.04842
870	1.554956	4.161406
890	1.599665	4.272289
910	1.645268	4.381159
930	1.691685	4.488099
950	1.738848	4.593184
970	1.786693	4.696481
990	1.835163	4.798054
1010	1.884205	4.897961
1030	1.93377	4.996255
1050	1.983815	5.092988
1070	2.034297	5.188206
1090	2.085179	5.281952
1110	2.136424	5.37427
1130	2.188	5.465197
1150	2.239874	5.55477
1170	2.292018	5.643026
1190	2.344404	5.729997
1210	2.397005	5.815716
1230	2.449798	5.900214
1250	2.502759	5.983521
1270	2.555866	6.065663
1290	2.609099	6.14667
1310	2.662438	6.226567
1330	2.715865	6.30538
1350	2.769362	6.383133
1370	2.822913	6.459852
1390	2.876503	6.535557
1410	2.930115	6.610272
1430	2.983737	6.68402
1450	3.037355	6.75682
1470	3.090957	6.828694
1490	3.144531	6.899662
1510	3.198066	6.969742
1530	3.25155	7.038956
1550	3.304975	7.107319
1570	3.35833	7.174852
1590	3.411606	7.241571
1610	3.464796	7.307494
1630	3.517892	7.372637
1650	3.570885	7.437017
1670	3.623769	7.500649
1690	3.676537	7.56355
1710	3.729183	7.625735
1730	3.781702	7.687218
1750	3.834087	7.748013
1770	3.886334	7.808136
1790	3.938437	7.867599
1810	3.990393	7.926417
1830	4.042197	7.984603
1850	4.093845	8.042169
1870	4.145334	8.099128
1890	4.196661	8.155492
1910	4.24782	8.211274
1930	4.298812	8.266484
1950	4.349632	8.321136
1970	4.400278	8.375238
1990	4.450748	8.428804
2010	4.50104	8.481843
2030	4.551151	8.534367
2050	4.601081	8.586383
2070	4.650828	8.637904
2090	4.70039	8.688939
2110	4.749767	8.739496
